STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2013Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,23.2
Persons aged 15-89 years in Employment,2013Q1,Female,Other NACE activities (R to U),Dublin,Thousand,19.4
Persons aged 15-89 years in Employment,2013Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,561.7
Persons aged 15-89 years in Employment,2013Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Construction (F),Dublin,Thousand,17.1
Persons aged 15-89 years in Employment,2013Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,78.4
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,29.8
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,38.1
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Information and communication (J),Dublin,Thousand,46
Persons aged 15-89 years in Employment,2013Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,52.1
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,24.1
Persons aged 15-89 years in Employment,2013Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,26.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Education (P),Dublin,Thousand,38.7
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,79.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Industry (B to E),Dublin,Thousand,39.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,56.7
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Services (G to U),Dublin,Thousand,501.8
Persons aged 15-89 years in Employment,2013Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,51.7
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,36.9
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Male,All NACE economic sectors,Dublin,Thousand,292.6
Persons aged 15-89 years in Employment,2013Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Male,Construction (F),Dublin,Thousand,16
Persons aged 15-89 years in Employment,2013Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,40.7
Persons aged 15-89 years in Employment,2013Q2,Male,Transportation and storage (H),Dublin,Thousand,23.3
Persons aged 15-89 years in Employment,2013Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,22.9
Persons aged 15-89 years in Employment,2013Q2,Male,Information and communication (J),Dublin,Thousand,30.8
Persons aged 15-89 years in Employment,2013Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,28.8
Persons aged 15-89 years in Employment,2013Q2,Male,Administrative and support service activities (N),Dublin,Thousand,13
Persons aged 15-89 years in Employment,2013Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,14
Persons aged 15-89 years in Employment,2013Q2,Male,Education (P),Dublin,Thousand,10.2
Persons aged 15-89 years in Employment,2013Q2,Male,Human health and social work activities (Q),Dublin,Thousand,20.7
Persons aged 15-89 years in Employment,2013Q2,Male,Industry (B to E),Dublin,Thousand,25.7
Persons aged 15-89 years in Employment,2013Q2,Male,Industry and Construction (B to F),Dublin,Thousand,41.6
Persons aged 15-89 years in Employment,2013Q2,Male,Services (G to U),Dublin,Thousand,248.6
Persons aged 15-89 years in Employment,2013Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,27.4
Persons aged 15-89 years in Employment,2013Q2,Male,Other NACE activities (R to U),Dublin,Thousand,16.7
Persons aged 15-89 years in Employment,2013Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Female,All NACE economic sectors,Dublin,Thousand,269.1
Persons aged 15-89 years in Employment,2013Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,37.7
Persons aged 15-89 years in Employment,2013Q2,Female,Transportation and storage (H),Dublin,Thousand,6.5
Persons aged 15-89 years in Employment,2013Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,15.2
Persons aged 15-89 years in Employment,2013Q2,Female,Information and communication (J),Dublin,Thousand,15.1
Persons aged 15-89 years in Employment,2013Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,23.3
Persons aged 15-89 years in Employment,2013Q2,Female,Administrative and support service activities (N),Dublin,Thousand,11.2
Persons aged 15-89 years in Employment,2013Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,12.5
Persons aged 15-89 years in Employment,2013Q2,Female,Education (P),Dublin,Thousand,28.5
Persons aged 15-89 years in Employment,2013Q2,Female,Human health and social work activities (Q),Dublin,Thousand,58.8
Persons aged 15-89 years in Employment,2013Q2,Female,Industry (B to E),Dublin,Thousand,13.9
Persons aged 15-89 years in Employment,2013Q2,Female,Industry and Construction (B to F),Dublin,Thousand,15
Persons aged 15-89 years in Employment,2013Q2,Female,Services (G to U),Dublin,Thousand,253.2
Persons aged 15-89 years in Employment,2013Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,24.2
Persons aged 15-89 years in Employment,2013Q2,Female,Other NACE activities (R to U),Dublin,Thousand,20.3
Persons aged 15-89 years in Employment,2013Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,576.4
Persons aged 15-89 years in Employment,2013Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Construction (F),Dublin,Thousand,19.6
Persons aged 15-89 years in Employment,2013Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,77.9
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,30.5
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,41.5
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Information and communication (J),Dublin,Thousand,48.1
Persons aged 15-89 years in Employment,2013Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,50.3
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,28.1
Persons aged 15-89 years in Employment,2013Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,29.1
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Education (P),Dublin,Thousand,34.8
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,78.7
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Industry (B to E),Dublin,Thousand,43.6
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,63.2
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Services (G to U),Dublin,Thousand,509.4
Persons aged 15-89 years in Employment,2013Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,53.4
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,37
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Male,All NACE economic sectors,Dublin,Thousand,300.8
Persons aged 15-89 years in Employment,2013Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Male,Construction (F),Dublin,Thousand,17.5
Persons aged 15-89 years in Employment,2013Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,38.4
Persons aged 15-89 years in Employment,2013Q3,Male,Transportation and storage (H),Dublin,Thousand,24.3
Persons aged 15-89 years in Employment,2013Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,24.4
Persons aged 15-89 years in Employment,2013Q3,Male,Information and communication (J),Dublin,Thousand,34
Persons aged 15-89 years in Employment,2013Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,28.4
Persons aged 15-89 years in Employment,2013Q3,Male,Administrative and support service activities (N),Dublin,Thousand,16.4
Persons aged 15-89 years in Employment,2013Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,14.5
Persons aged 15-89 years in Employment,2013Q3,Male,Education (P),Dublin,Thousand,9.6
Persons aged 15-89 years in Employment,2013Q3,Male,Human health and social work activities (Q),Dublin,Thousand,18.1
Persons aged 15-89 years in Employment,2013Q3,Male,Industry (B to E),Dublin,Thousand,28.3
Persons aged 15-89 years in Employment,2013Q3,Male,Industry and Construction (B to F),Dublin,Thousand,45.8
Persons aged 15-89 years in Employment,2013Q3,Male,Services (G to U),Dublin,Thousand,252.7
Persons aged 15-89 years in Employment,2013Q3,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,28.5
Persons aged 15-89 years in Employment,2013Q3,Male,Other NACE activities (R to U),Dublin,Thousand,16.3
Persons aged 15-89 years in Employment,2013Q3,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Female,All NACE economic sectors,Dublin,Thousand,275.6
Persons aged 15-89 years in Employment,2013Q3,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q3,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,39.6
Persons aged 15-89 years in Employment,2013Q3,Female,Transportation and storage (H),Dublin,Thousand,6.3
Persons aged 15-89 years in Employment,2013Q3,Female,Accommodation and food service activities (I),Dublin,Thousand,17.1
Persons aged 15-89 years in Employment,2013Q3,Female,Information and communication (J),Dublin,Thousand,14.2
Persons aged 15-89 years in Employment,2013Q3,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,21.9
Persons aged 15-89 years in Employment,2013Q3,Female,Administrative and support service activities (N),Dublin,Thousand,11.7
Persons aged 15-89 years in Employment,2013Q3,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,14.6
Persons aged 15-89 years in Employment,2013Q3,Female,Education (P),Dublin,Thousand,25.2
Persons aged 15-89 years in Employment,2013Q3,Female,Human health and social work activities (Q),Dublin,Thousand,60.6
Persons aged 15-89 years in Employment,2013Q3,Female,Industry (B to E),Dublin,Thousand,15.2
Persons aged 15-89 years in Employment,2013Q3,Female,Industry and Construction (B to F),Dublin,Thousand,17.4
Persons aged 15-89 years in Employment,2013Q3,Female,Services (G to U),Dublin,Thousand,256.8
Persons aged 15-89 years in Employment,2013Q3,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,24.9
Persons aged 15-89 years in Employment,2013Q3,Female,Other NACE activities (R to U),Dublin,Thousand,20.7
Persons aged 15-89 years in Employment,2013Q3,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q4,Both sexes,All NACE economic sectors,Dublin,Thousand,578.4
Persons aged 15-89 years in Employment,2013Q4,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,3.4
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Construction (F),Dublin,Thousand,18.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,77
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Transportation and storage (H),Dublin,Thousand,30.7
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,45.7
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Information and communication (J),Dublin,Thousand,50.5
Persons aged 15-89 years in Employment,2013Q4,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,51.5
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Administrative and support service activities (N),Dublin,Thousand,27.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,28.4
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Education (P),Dublin,Thousand,38.1
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Human health and social work activities (Q),Dublin,Thousand,79.6
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Industry (B to E),Dublin,Thousand,42.6
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Industry and Construction (B to F),Dublin,Thousand,60.9
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Services (G to U),Dublin,Thousand,513.5
Persons aged 15-89 years in Employment,2013Q4,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,50.4
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Other NACE activities (R to U),Dublin,Thousand,34.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q4,Male,All NACE economic sectors,Dublin,Thousand,305.3
Persons aged 15-89 years in Employment,2013Q4,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2013Q4,Male,Construction (F),Dublin,Thousand,16.5
Persons aged 15-89 years in Employment,2013Q4,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,38.2
